category,entity_id,category_readable,entity_alias_basket,entity_alias_readable,natural_source_name,entity_alias,entity_alias_synonyms,molecules.bond_stereo_count,molecules.undefined_atom_stereocenter_count,molecules.taste,molecules.functional_groups,molecules.fooddb_flavor_profile,molecules.supersweetdb_id,molecules.fema_number,molecules.fooddb_id,molecules.common_name,molecules.hba_count,molecules.synthetic,molecules.isotope_atom_count,molecules.bitterdb_id,molecules.covalently_bonded_unit_count,molecules.molecular_weight,molecules.super_sweet,molecules.charge,molecules.flavornet_id,molecules.fenoroli_and_os,molecules.exact_mass,molecules.pubchem_id,molecules.bitter,molecules.iupac_name,molecules.volume3d,molecules.unknown_natural,molecules.odor,molecules.num_rotatablebonds,molecules.smile,molecules.inchi,molecules.undefined_bond_stereocenter_count,molecules.defined_bond_stereocenter_count,molecules.xlogp,molecules.topological_polor_surfacearea,molecules.cas_id,molecules.natural,molecules.flavor_profile,molecules.hbd_count,molecules.fema_flavor_profile,molecules.complexity,molecules.heavy_atom_count,molecules.defined_atom_stereocenter_count,molecules.monoisotopic_mass,molecules.atom_stereo_count
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,,carbonyl compound@aldehyde,citrus@lime@orange peel@rose@fat@green@fishy@waxy@fresh@fatty@peely@aldehydic@orris@grapefruit,,2782,FDB003303,Nonanal,1,0,0,,1,142.242,,0,1,1,142.136,31289,0,nonanal,130.4,0,"orange-rose odor@floral, waxy, green",7,CCCCCCCCC=O,"InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3",0,0,3.3,17.1,124-19-6,1,citrus@lime@orange peel@rose@fat@green@fishy@waxy@fresh@fatty@peely@aldehydic@orris@grapefruit,0,"Fat, Floral, Green, Lemon",69.1,10,0,142.136,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",1,0,,carbonyl compound@aldehyde@ether@alkyl aryl ether@alkene@aromatic compound,oily@paper@sweet@woody@cassia@cinnamon,,3181,FDB011997,2-Methoxycinnamaldehyde,2,0,0,,1,162.188,,0,0,1,162.068,641298,0,(E)-3-(2-methoxyphenyl)prop-2-enal,135.7,0,,3,COC1=CC=CC=C1C=CC=O,"InChI=1S/C10H10O2/c1-12-10-7-3-2-5-9(10)6-4-8-11/h2-8H,1H3/b6-4+",0,1,1.7,26.3,1504-74-1@60125-24-8,1,oily@paper@sweet@woody@cassia@cinnamon,0,Spice,163,12,0,162.068,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,,carbonyl compound@hydroxy compound@phenol or hydroxyhetarene@oxo(het)arene@aromatic compound@heterocyclic compound,bitter,,,FDB002798,apigenin,5,0,0,859,1,270.24,,0,0,0,270.053,5280443,1,"5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",201.3,0,,1,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",0,0,1.7,87,520-36-5,1,bitter,3,,411,20,0,270.053,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,,carbonyl compound@aldehyde@aromatic compound,hawthorne@green@bitter@floral@sweet@cocoa@honey@peanut@hyacinth@clover@grapefruit,,2874,FDB012238,phenylacetaldehyde,1,0,0,746,1,120.151,,0,1,1,120.058,998,1,2-phenylacetaldehyde,103.1,0,,2,C1=CC=C(C=C1)CC=O,"InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2",0,0,1.8,17.1,122-78-1@56767-17-0,1,hyacinth@honey@clover@sweet@hawthorne@cocoa@grapefruit@green@peanut@floral@bitter,0,"Berry, Geranium, Honey, Nut, Pungent",82.6,9,0,120.058,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",1,0,,hydroxy compound@alcohol@primary alcohol@alkene,leafy@alcohol@pepper@wine@green@fresh@fruit@unripe banana@fruity@leaf@walnut,,2562,FDB002930,trans-2-Hexen-1-Ol,1,0,0,,1,100.161,,0,1,1,100.089,5318042,0,(E)-hex-2-en-1-ol,91.3,0,,3,CCCC=CCO,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h4-5,7H,2-3,6H2,1H3/b5-4+",0,1,1.4,20.2,928-95-0@2305-21-7,1,leafy@alcohol@pepper@wine@green@fresh@fruit@unripe banana@fruity@leaf@walnut,1,"Blue Cheese, Vegetable",48.1,7,0,100.089,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,,hydroxy compound@phenol or hydroxyhetarene@alkene@aromatic compound,phenol@medicine@medicinal@phenolic,,4075,FDB012373,Chavicol,1,0,0,,1,134.178,,0,1,1,134.073,68148,0,4-prop-2-enylphenol,116,0,,2,C=CCC1=CC=C(C=C1)O,"InChI=1S/C9H10O/c1-2-3-8-4-6-9(10)7-5-8/h2,4-7,10H,1,3H2",0,0,2.9,20.2,501-92-8,1,phenol@medicine@medicinal@phenolic,1,,101,10,0,134.073,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,3,,alkene,herbal@herb,,,FDB013601,"(5xi,7xi,10xi)-eudesma-4(14),11-diene",0,0,0,,1,204.357,,0,0,0,204.188,519361,0,"8a-methyl-5-methylidene-3-prop-1-en-2-yl-1,2,3,4,4a,6,7,8-octahydronaphthalene",178.5,0,,1,CC(=C)C1CCC2(CCCC(=C)C2C1)C,"InChI=1S/C15H24/c1-11(2)13-7-9-15(4)8-5-6-12(3)14(15)10-13/h13-14H,1,3,5-10H2,2,4H3",0,0,5.4,0,17066-67-0,1,herbal@herb,0,,286,15,0,204.188,3
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,,cation@hydroxy compound@alcohol@primary alcohol@amine@primary amine@primary aromatic amine@aromatic compound@heterocyclic compound,bitter,,,FDB008424,thiamine,5,0,0,68,1,265.355,,1,0,0,265.112,1130,1,"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol",203.3,0,"slight, characteristic",4,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1",0,0,1,104,59-43-8@70-16-6,1,bitter,2,,269,18,0,265.112,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,,carboxylic acid derivative@carboxylic acid@aromatic compound,balsamic@rose@fatty@sweet@musk@cinnamon,,2889,FDB008271,3-Phenylpropanoic acid,2,0,0,,1,150.177,,0,1,1,150.068,107,0,3-phenylpropanoic acid,123.8,0,,3,C1=CC=C(C=C1)CCC(=O)O,"InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)",0,0,1.8,37.3,501-52-0,1,balsamic@rose@fatty@sweet@musk@cinnamon,1,,126,11,0,150.068,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,"pungent, repulsive taste",hydroxy compound@alcohol@primary alcohol,oil@alcoholic@burnt@whiskey@malt@banana@fusel@fruity,,2057,FDB008131,3-Methyl-1-butanol,1,0,0,,1,88.15,,0,1,1,88.089,31260,0,3-methylbutan-1-ol,79.5,0,"characteristic, disagreeable odor@disagreeable odor.",2,CC(C)CCO,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",0,0,1.2,20.2,6423-06-9@123-51-3@8013-75-0,1,oil@alcoholic@burnt@whiskey@malt@banana@fusel@fruity,1,"Burnt, Cocoa, Floral, Malt",25.1,6,0,88.089,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,,carbonyl compound@aldehyde,solvent@alcohol@whiskey@wine@earthy@cocoa@pungent@nutty,,2923,FDB012083,Propionaldehyde,1,0,0,,1,58.08,,0,1,1,58.042,527,0,propanal,52.4,0,"suffocating, fruity@characteristic odor similar to acetaldehyde@pungent, unpleasant@choking odor",1,CCC=O,"InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3",0,0,0.6,17.1,123-38-6,1,solvent@alcohol@whiskey@wine@earthy@cocoa@pungent@nutty,0,"Floral, Pungent, Solvent",17.2,4,0,58.042,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,,carboxylic acid derivative@carboxylic acid ester@aromatic compound,bitter@sweet@balsam@storax@spicy@cinnamon,,2890,FDB011417,3-Phenylpropyl acetate,2,0,0,779,1,178.231,,0,0,1,178.099,31226,1,3-phenylpropyl acetate,150.2,0,,5,CC(=O)OCCCC1=CC=CC=C1,"InChI=1S/C11H14O2/c1-10(12)13-9-5-8-11-6-3-2-4-7-11/h2-4,6-7H,5,8-9H2,1H3",0,0,2.5,26.3,122-72-5,1,spicy@sweet@balsam@storax@cinnamon@bitter,0,Floral,148,13,0,178.099,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,,acetal@alkene@aromatic compound@heterocyclic compound,spice@warm@floral@sassafrass@sweet@woody@anise@spicy,,,FDB011672,safrole,2,0,0,,1,162.188,,0,1,1,162.068,5144,0,"5-prop-2-enyl-1,3-benzodioxole",130.9,0,sassafras odor,2,C=CCC1=CC2=C(C=C1)OCO2,"InChI=1S/C10H10O2/c1-2-3-8-4-5-9-10(6-8)12-7-11-9/h2,4-6H,1,3,7H2",0,0,3,18.5,94-59-7,1,spice@warm@floral@sassafrass@sweet@woody@anise@spicy,0,,167,12,0,162.068,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,,hydroxy compound@alcohol@primary alcohol@phenol or hydroxyhetarene@aromatic compound,floral@sweet@fruity@mild,,,FDB012695,2-(4-Hydroxyphenyl)ethanol,2,0,0,,1,138.166,,0,0,0,138.068,10393,0,4-(2-hydroxyethyl)phenol,112.6,0,,2,C1=CC(=CC=C1CCO)O,"InChI=1S/C8H10O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,9-10H,5-6H2",0,0,0.4,40.5,501-94-0,1,floral@sweet@fruity@mild,2,,85.3,10,0,138.068,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,,carbonyl compound@aldehyde@alkene,cherry@almond,,,FDB008307,Acrolein,1,0,0,,1,56.064,,0,0,1,56.026,7847,0,prop-2-enal,51,0,"extremely sharp@extremely acrid, pungent, burnt sweet@hot fat@disagreeable choking odor",1,C=CC=O,"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2",0,0,0,17.1,25068-14-8@107-02-8,1,cherry@almond,0,,30.3,4,0,56.026,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,,alkene,herbal@woody@thyme@wood@medicine@dry,,,FDB013710,(+)-delta-Cadinene,0,0,0,,1,204.357,,0,1,1,204.188,441005,0,"(1S,8aR)-4,7-dimethyl-1-propan-2-yl-1,2,3,5,6,8a-hexahydronaphthalene",177.7,0,,1,CC1=CC2C(CCC(=C2CC1)C)C(C)C,"InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,13,15H,5-8H2,1-4H3/t13-,15-/m0/s1",0,0,3.8,0,483-76-1,1,herbal@woody@thyme@wood@medicine@dry,0,,304,15,2,204.188,2
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,,aromatic compound@heterocyclic compound,burnt@jasmine@mothball@animal@fishy@floral@moth ball@naphthelene@honey@fecal,,2593,FDB012008,indole,0,0,0,,1,117.151,,0,1,1,117.058,798,0,1H-indole,98.7,0,"almost floral odor when highly purified, otherwise exhibits characteristic odor of feces@unpleasant odor in high concentration but pleasant in dilute solution.@light jasmine odor",0,C1=CC=C2C(=C1)C=CN2,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",0,0,2.1,15.8,120-72-9,1,burnt@jasmine@mothball@animal@fishy@floral@moth ball@naphthelene@honey@fecal,1,"Burnt, Mothball",101,9,0,117.058,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,bitter taste,carboxylic acid derivative@carboxylic acid ester,bitter@waxy@fatty@creamy@cheese,,,FDB003099,Tributyrin,6,0,0,539,1,302.367,,0,0,1,302.173,6050,1,"2,3-di(butanoyloxy)propyl butanoate",242.5,0,"fruity, buttery",14,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,"InChI=1S/C15H26O6/c1-4-7-13(16)19-10-12(21-15(18)9-6-3)11-20-14(17)8-5-2/h12H,4-11H2,1-3H3",0,0,2.4,78.9,60-01-5,1,waxy@bitter@fatty@cheese@creamy,0,,304,21,0,302.173,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,2,,cation@anion@hydroxy compound@alcohol@secondary alcohol@carboxylic acid derivative@carboxylic acid salt@alpha-hydroxyacid,odorless,,,FDB000881,calcium lactate,6,0,0,,3,218.218,,0,0,0,218.01,13144,0,calcium;2-hydroxypropanoate,,0,,0,CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Ca+2],"InChI=1S/2C3H6O3.Ca/c2*1-2(4)3(5)6;/h2*2,4H,1H3,(H,5,6);/q;;+2/p-2",0,0,,121,5743-48-6@814-80-2@28305-25-1,1,odorless,2,,53.5,13,0,218.01,2
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,0,"taste characteristics at 50 ppm: sweet, buttery, creamy and milky@threshold taste detection in milk (gas chromatically pure): 1.40x10-2 ppm and 2.90x10-2 ppm@in skim milk: 1.00x10-1 ppm@threshold taste detection in water (gas chromatically pure): 5.40x10-3 ppm@in water: 1.00x10-8% (volume/volume or wg/wg).",carbonyl compound@ketone,butter@caramel@oily@creamy@sweet@pungent@strong,,2370,FDB011930,"2,3-butanedione",2,0,0,,1,86.09,,0,1,1,86.037,650,0,"butane-2,3-dione",71.3,0,quinone odor@vapors have a chlorine-like odor@very strong buttery odor in dilute solution@strong odor,1,CC(=O)C(=O)C,InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3,0,0,-1.3,34.1,431-03-8,1,butter@caramel@oily@creamy@sweet@pungent@strong,0,"Butter, Pastry, Yeast",71.5,6,0,86.037,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",1,0,,carbonyl compound@ketone@hydroxy compound@phenol or hydroxyhetarene@alkene@aromatic compound,bitter,,,FDB016335,isoliquiritigenin,4,0,0,906,1,256.257,,0,0,0,256.074,638278,1,"(E)-1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one",201.4,0,,3,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,"InChI=1S/C15H12O4/c16-11-4-1-10(2-5-11)3-8-14(18)13-7-6-12(17)9-15(13)19/h1-9,16-17,19H/b8-3+",0,1,3.2,77.8,13745-20-5@961-29-5,1,bitter,3,,331,19,0,256.074,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",1,0,,carboxylic acid derivative@carboxylic acid@alkene@aromatic compound,storax@sweet@honey@balsam,,2288,FDB008784,Cinnamic Acid,2,0,0,,1,148.161,,0,1,1,148.052,444539,0,(E)-3-phenylprop-2-enoic acid,122.1,0,,2,C1=CC=C(C=C1)C=CC(=O)O,"InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6+",0,1,2.1,37.3,621-82-9@9045-22-1@140-10-3@63938-16-9,1,storax@sweet@honey@balsam,1,"Floral, Honey, Wood",155,11,0,148.052,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",2,0,,carbonyl compound@aldehyde@alkene,floral@minty,,4019,FDB014515,Farnesal,1,0,0,,1,220.356,,0,0,1,220.183,5280598,0,"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienal",199.9,0,,7,CC(=CCCC(=CCCC(=CC=O)C)C)C,"InChI=1S/C15H24O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11-12H,5-6,8,10H2,1-4H3/b14-9+,15-11+",0,2,4.9,17.1,19317-11-4@502-67-0,1,floral@minty,0,"Mint, Cool",289,16,0,220.183,0
spice,328,Spice,"cassia, cassia-leaf, cassia-oil",Cassia,Cinnamomum,cassia,"Chinese Cassia, Chinese Cinnamon",0,1,,carboxylic acid derivative@carboxylic acid,sour@sweat@acid@strawberry@roquefort cheese@pungent@cheese,,2695,FDB008135,2-Methylbutanoic acid,2,0,0,,1,102.133,,0,1,1,102.068,8314,0,2-methylbutanoic acid,85.3,0,,2,CCC(C)C(=O)O,"InChI=1S/C5H10O2/c1-3-4(2)5(6)7/h4H,3H2,1-2H3,(H,6,7)",0,0,1.2,37.3,600-07-7@9062-04-8@116-53-0,1,sour@sweat@acid@strawberry@roquefort cheese@pungent@cheese,1,"Butter, Cheese, Fermented, Sour",68.5,7,0,102.068,1
