category,entity_id,category_readable,entity_alias_basket,entity_alias_readable,natural_source_name,entity_alias,entity_alias_synonyms,molecules.bond_stereo_count,molecules.undefined_atom_stereocenter_count,molecules.taste,molecules.functional_groups,molecules.fooddb_flavor_profile,molecules.supersweetdb_id,molecules.fema_number,molecules.fooddb_id,molecules.common_name,molecules.hba_count,molecules.synthetic,molecules.isotope_atom_count,molecules.bitterdb_id,molecules.covalently_bonded_unit_count,molecules.molecular_weight,molecules.super_sweet,molecules.charge,molecules.flavornet_id,molecules.fenoroli_and_os,molecules.exact_mass,molecules.pubchem_id,molecules.bitter,molecules.iupac_name,molecules.volume3d,molecules.unknown_natural,molecules.odor,molecules.num_rotatablebonds,molecules.smile,molecules.inchi,molecules.undefined_bond_stereocenter_count,molecules.defined_bond_stereocenter_count,molecules.xlogp,molecules.topological_polor_surfacearea,molecules.cas_id,molecules.natural,molecules.flavor_profile,molecules.hbd_count,molecules.fema_flavor_profile,molecules.complexity,molecules.heavy_atom_count,molecules.defined_atom_stereocenter_count,molecules.monoisotopic_mass,molecules.atom_stereo_count
vegetable-fruit,363,Vegetable Fruit,pimiento,Cherry Pepper,Capsicum Annuum,pimiento,"Pimento, Cherry pepper",0,0,"sweet, citrus",alkene,peppery@spice@balsamic@must@balsam@terpene@spicy@plastic,,2762,FDB017400,Myrcene,0,0,0,,1,136.238,,0,1,1,136.125,31253,0,"7-methyl-3-methylideneocta-1,6-diene",130.9,0,pleasant@terpene odor,4,CC(=CCCC(=C)C=C)C,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3",0,0,4.3,0,123-35-3,1,peppery@spice@balsamic@must@balsam@terpene@spicy@plastic,0,"Balsamic, Fruit, Geranium, Herb, Must",145,10,0,136.125,0
vegetable-fruit,363,Vegetable Fruit,pimiento,Cherry Pepper,Capsicum Annuum,pimiento,"Pimento, Cherry pepper",0,1,,carboxylic acid derivative@carboxylic acid ester,overripe fruit@banana@fruit@sweet@peanut@juicy,,3644,FDB012452,2-Methylbutyl Acetate,2,0,0,,1,130.187,,0,1,1,130.099,12209,0,2-methylbutyl acetate,111.7,0,,4,CCC(C)COC(=O)C,"InChI=1S/C7H14O2/c1-4-6(2)5-9-7(3)8/h6H,4-5H2,1-3H3",0,0,2.1,26.3,624-41-9,1,overripe fruit@banana@fruit@sweet@peanut@juicy,0,"Apple, Banana, Pear",88.9,9,0,130.099,1
vegetable-fruit,363,Vegetable Fruit,pimiento,Cherry Pepper,Capsicum Annuum,pimiento,"Pimento, Cherry pepper",0,0,,hydroxy compound@alcohol@tertiary alcohol@aromatic compound,citrus@coumarin@must@floral@sweet@fruity@cherry@camphor,,,FDB000826,2-(4-methylphenyl)propan-2-ol,1,0,0,,1,150.221,,0,1,1,150.104,14529,0,2-(4-methylphenyl)propan-2-ol,130,0,,1,CC1=CC=C(C=C1)C(C)(C)O,"InChI=1S/C10H14O/c1-8-4-6-9(7-5-8)10(2,3)11/h4-7,11H,1-3H3",0,0,2,20.2,1197-01-9,1,citrus@coumarin@must@floral@sweet@fruity@cherry@camphor,1,,121,11,0,150.104,0
vegetable-fruit,363,Vegetable Fruit,pimiento,Cherry Pepper,Capsicum Annuum,pimiento,"Pimento, Cherry pepper",0,0,"fruity, nutty, ... with cherry taste",carboxylic acid derivative@carboxylic acid ester@aromatic compound,prune@cananga@floral@wintergreen@lettuce@sweet@almond@herb@phenolic,,2683,FDB012198,Methyl Benzoate,2,0,0,,1,136.15,,0,1,1,136.052,7150,0,methyl benzoate,111.8,0,"fragrant odor@fruity odor, also similar to cananga@medicinal odor",2,COC(=O)C1=CC=CC=C1,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",0,0,2.1,26.3,93-58-3,1,prune@cananga@floral@wintergreen@lettuce@sweet@almond@herb@phenolic,0,"Herb, Lettuce, Prune, Violet",114,10,0,136.052,0
vegetable-fruit,363,Vegetable Fruit,pimiento,Cherry Pepper,Capsicum Annuum,pimiento,"Pimento, Cherry pepper",0,1,,alkene,mint@citrus@peppery@spice@herbal@turpentine@woody@terpene@green,,2856,FDB014629,Alpha-Phellandrene,0,0,0,,1,136.238,,0,1,1,136.125,7460,0,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",122,0,,1,CC1=CCC(C=C1)C(C)C,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4-6,8,10H,7H2,1-3H3",0,0,3.2,0,99-83-2@1329-99-3@4221-98-1@34448-33-4,1,mint@citrus@peppery@spice@herbal@turpentine@woody@terpene@green,0,"Citrus, Fresh, Mint, Pepper, Spice, Wood",161,10,0,136.125,1
vegetable-fruit,363,Vegetable Fruit,pimiento,Cherry Pepper,Capsicum Annuum,pimiento,"Pimento, Cherry pepper",0,0,"somewhat sweet, citrus flavor@terpene taste",alkene,citrus@fresh@sweet@woody@pine@plastic,,3046,FDB015966,Terpinolene,0,0,0,,1,136.238,,0,1,1,136.125,11463,0,1-methyl-4-propan-2-ylidenecyclohexene,122.4,0,"sweet, pine odor@pine-like aroma",0,CC1=CCC(=C(C)C)CC1,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4H,5-7H2,1-3H3",0,0,2.8,0,586-62-9,1,citrus@fresh@sweet@woody@pine@plastic,0,Pine,178,10,0,136.125,0
vegetable-fruit,363,Vegetable Fruit,pimiento,Cherry Pepper,Capsicum Annuum,pimiento,"Pimento, Cherry pepper",1,0,,hydroxy compound@phenol or hydroxyhetarene@ether@alkyl aryl ether@alkene@aromatic compound,carnation@clove@floral@sweet@woody@flower@spicy@phenolic,,2468,FDB012403,Isoeugenol,2,0,0,,1,164.204,,0,1,1,164.084,853433,0,2-methoxy-4-[(E)-prop-1-enyl]phenol,137.1,0,spice-clove odor,2,CC=CC1=CC(=C(C=C1)O)OC,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3-7,11H,1-2H3/b4-3+",0,1,2.6,29.5,5932-68-3@97-54-1,1,carnation@clove@floral@sweet@woody@flower@spicy@phenolic,1,"Flower, Fragrant",154,12,0,164.084,0
vegetable-fruit,363,Vegetable Fruit,pimiento,Cherry Pepper,Capsicum Annuum,pimiento,"Pimento, Cherry pepper",0,0,,carboxylic acid derivative@carboxylic acid ester@aromatic compound,strawberry@anise@plum@camomile@banana@balsam@raspberry@wintergreen@fruit@cranberry@celery@dry@berry@grape@bitter@musty@sweet@fruity@cherry@minty@flower,,2422,FDB012197,Ethyl Benzoate,2,0,0,684,1,150.177,,0,1,1,150.068,7165,1,ethyl benzoate,124.5,0,,3,CCOC(=O)C1=CC=CC=C1,"InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",0,0,2.6,26.3,70750-03-7@93-89-0@70750-02-6@70750-04-8,1,dry@celery@wintergreen@grape@cherry@fruity@sweet@plum@anise@musty@camomile@balsam@strawberry@fruit@minty@berry@cranberry@raspberry@bitter@banana@flower,0,"Camomile, Celery, Fat, Flower, Fruit",126,11,0,150.068,0
vegetable-fruit,363,Vegetable Fruit,pimiento,Cherry Pepper,Capsicum Annuum,pimiento,"Pimento, Cherry pepper",0,0,"bitter, burning taste",ether@alkyl aryl ether@alkene@aromatic compound,peach@chocolate@clove@creamy@anise@plum@coconut@banana@fresh@balsam@raspberry@spicy@vanilla@oily@carnation@spice@apricot@warm@musty@mesquite@sweet@cinnamon,,,FDB008548,Methyleugenol,2,0,0,711,1,178.231,,0,1,1,178.099,7127,1,"1,2-dimethoxy-4-prop-2-enylbenzene",149.8,0,"mild-spicy, slightly herbal odor@clove, carnation odor",4,COC1=C(C=C(C=C1)CC=C)OC,"InChI=1S/C11H14O2/c1-4-5-9-6-7-10(12-2)11(8-9)13-3/h4,6-8H,1,5H2,2-3H3",0,0,2.5,18.5,93-15-2,1,coconut@sweet@balsam@mesquite@clove@peach@anise@musty@creamy@carnation@bitter@oily@spicy@chocolate@warm@raspberry@spice@apricot@vanilla@banana@cinnamon@fresh@plum,0,,156,13,0,178.099,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,carboxylic acid derivative@carboxylic acid ester,hop_oil@apricot@whiskey@banana@tropica@papaya@melon@fruity@pear@green,,2060,FDB019935,Isoamyl butyrate,2,0,0,,1,158.241,,0,0,1,158.131,7795,0,3-methylbutyl butanoate,137.5,0,,6,CCCC(=O)OCCC(C)C,"InChI=1S/C9H18O2/c1-4-5-9(10)11-7-6-8(2)3/h8H,4-7H2,1-3H3",0,0,2.6,26.3,106-27-4,1,hop_oil@apricot@whiskey@banana@tropica@papaya@melon@fruity@pear@green,0,Fruit,108,11,0,158.131,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,carboxylic acid derivative@carboxylic acid ester,peach@vegetable@herbal@apple peel@fresh@cut grass@fruity,,2572,FDB011707,Hexyl Hexanoate,2,0,0,,1,200.322,,0,1,1,200.178,22873,0,hexyl hexanoate,177.4,0,,10,CCCCCCOC(=O)CCCCC,"InChI=1S/C12H24O2/c1-3-5-7-9-11-14-12(13)10-8-6-4-2/h3-11H2,1-2H3",0,0,4.4,26.3,6378-65-0,1,peach@vegetable@herbal@apple peel@fresh@cut grass@fruity,0,"Apple Peel, Peach, Plum",132,14,0,200.178,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,"bitter undertone@nut-like flavor on dilution@bitter, aromatic@burning taste",oxo(het)arene@aromatic compound@heterocyclic compound,new mown hay@bitter@green@sweet@tonka,10853,,FDB030742,coumarin,2,0,0,49,1,146.145,Sweet,0,1,1,146.037,323,1,chromen-2-one,116.3,0,"pleasant, fragrant odor resembling that of vanilla beans.@hay-like bittersweet odor",0,C1=CC=C2C(=C1)C=CC(=O)O2,InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,0,0,1.4,26.3,91-64-5,1,sweet@new mown hay@green@tonka@bitter,0,,196,11,0,146.037,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,"carbonyl compound@acetal@hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol@phenol or hydroxyhetarene@oxo(het)arene@aromatic compound@heterocyclic compound",bitter,,,FDB012225,Daidzin,9,0,0,,1,416.382,,0,0,0,416.111,107971,0,"3-(4-hydroxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",302.5,0,,4,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,"InChI=1S/C21H20O9/c22-8-16-18(25)19(26)20(27)21(30-16)29-12-5-6-13-15(7-12)28-9-14(17(13)24)10-1-3-11(23)4-2-10/h1-7,9,16,18-23,25-27H,8H2/t16-,18-,19+,20-,21-/m1/s1",0,0,0.7,146,552-66-9,1,bitter,5,,644,30,5,416.111,5
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,2,,carbonyl compound@aldehyde,musty@coffee@cocoa@nutty@almond,,2691,FDB008127,2-Methylbutyraldehyde,1,0,0,,1,86.134,,0,1,1,86.073,7284,0,2-methylbutanal,78.3,0,,2,CCC(C)C=O,"InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3",0,0,1.1,17.1,96-17-3@57456-98-1,1,musty@coffee@cocoa@nutty@almond,0,"Almond, Cocoa, Fermented, Hazelnut, Malt",41.2,6,0,86.073,2
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,2,0,,carbonyl compound@aldehyde@alkene,citrus@orange@nut@wax@meat@fat@fresh@fatty@oily@cucumber@sweet@melon@pumpkin@fried@green,,3135,FDB015510,"(2E,4E)-deca-2,4-dienal",1,0,0,,1,152.237,,0,1,1,152.12,5283349,0,"(2E,4E)-deca-2,4-dienal",139.4,0,,6,CCCCCC=CC=CC=O,"InChI=1S/C10H16O/c1-2-3-4-5-6-7-8-9-10-11/h6-10H,2-5H2,1H3/b7-6+,9-8+",0,2,3.2,17.1,25152-84-5@2363-88-4@30551-18-9,1,citrus@orange@nut@wax@meat@fat@fresh@fatty@oily@cucumber@sweet@melon@pumpkin@fried@green,0,"Coriander, Deep Fried, Fat, Oil, Oxidized",134,11,0,152.12,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,hydroxy compound@alcohol@primary alcohol@thioether,sulfurous@potato@onion@vegetable@sweet@soup,,3415,FDB008379,3-methylthiopropanol,2,0,0,,1,106.183,,0,1,1,106.045,10448,0,3-methylsulfanylpropan-1-ol,86.7,0,,3,CSCCCO,"InChI=1S/C4H10OS/c1-6-4-2-3-5/h5H,2-4H2,1H3",0,0,0.5,45.5,505-10-2,1,sulfurous@potato@onion@vegetable@sweet@soup,1,"Earth, Garlic, Potato, Soy",23.5,6,0,106.045,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,"fruity, nutty, ... with cherry taste",carboxylic acid derivative@carboxylic acid ester@aromatic compound,prune@cananga@floral@wintergreen@lettuce@sweet@almond@herb@phenolic,,2683,FDB012198,Methyl Benzoate,2,0,0,,1,136.15,,0,1,1,136.052,7150,0,methyl benzoate,111.8,0,"fragrant odor@fruity odor, also similar to cananga@medicinal odor",2,COC(=O)C1=CC=CC=C1,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",0,0,2.1,26.3,93-58-3,1,prune@cananga@floral@wintergreen@lettuce@sweet@almond@herb@phenolic,0,"Herb, Lettuce, Prune, Violet",114,10,0,136.052,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,3,0,,alkene,wood@woody,,,FDB015360,6753-98-6,0,0,0,,1,204.357,,0,0,0,204.188,6508206,0,"(1Z,4Z,8Z)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene",185.6,0,,0,CC1=CCC(C=CCC(=CCC1)C)(C)C,"InChI=1S/C15H24/c1-13-7-5-8-14(2)10-12-15(3,4)11-6-9-13/h6-7,10-11H,5,8-9,12H2,1-4H3/b11-6-,13-7-,14-10-",0,3,4.5,0,6753-98-6,1,wood@woody,0,,287,15,0,204.188,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,1,0,"taste threshold values: detection: 28 to 120 ppb@alpha-citral, 32 to 460 ppb@beta-citral, 30 to 460 ppb.@characteristic bittersweet",carbonyl compound@aldehyde@alkene,lemon@mint@citrus@sharp@bitter@sweet,,2303,FDB013702,Citral,1,0,0,740,1,152.237,,0,1,1,152.12,638011,1,"(2E)-3,7-dimethylocta-2,6-dienal",138.6,0,strong lemon odor,4,CC(=CCCC(=CC=O)C)C,"InChI=1S/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3/b10-7+",0,1,3,17.1,5392-40-5@147060-73-9@141-27-5,1,lemon@citrus@bitter@sweet@sharp@mint,0,Lemon,171,11,0,152.12,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,carbonyl compound@aldehyde@aromatic compound,cherry@deep@fruity@phenolic,,,FDB000808,p-Tolualdehyde,1,0,0,,1,120.151,,0,0,1,120.058,7725,0,4-methylbenzaldehyde,103.7,0,floral odor,1,CC1=CC=C(C=C1)C=O,"InChI=1S/C8H8O/c1-7-2-4-8(6-9)5-3-7/h2-6H,1H3",0,0,2.1,17.1,104-87-0,1,cherry@deep@fruity@phenolic,0,,90.7,9,0,120.058,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,sweet whiskey taste,hydroxy compound@alcohol@primary alcohol,solvent@ether@wine@bitter,,2179,FDB003274,2-Methyl-1-propanol,1,0,0,,1,74.123,,0,1,1,74.073,6560,0,2-methylpropan-1-ol,67,0,"sweet, musty odor@odor like that of amyl alcohol, but weaker@penetrating, wine-like, disagreeable odor@suffocating odor of fusel oil@slightly suffocating@nonresidual alcoholic",1,CC(C)CO,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",0,0,0.8,20.2,78-83-1@68989-27-5,1,solvent@ether@wine@bitter,1,"Apple, Bitter, Cocoa, Wine",17.6,5,0,74.073,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,2,0,,carbonyl compound@aldehyde@alkene,wax@fatty@cucumber@dry@leaf@violet@green,,3377,FDB012040,Violet leaf aldehyde,1,0,0,,1,138.21,,0,1,1,138.104,643731,0,"(2E,6Z)-nona-2,6-dienal",125.8,0,,5,CCC=CCCC=CC=O,"InChI=1S/C9H14O/c1-2-3-4-5-6-7-8-9-10/h3-4,7-9H,2,5-6H2,1H3/b4-3-,8-7+",0,2,2.2,17.1,557-48-2@26370-28-5,1,wax@fatty@cucumber@dry@leaf@violet@green,0,"Cucumber, Green, Wax",123,10,0,138.104,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,"butter, caramel, musty",carbonyl compound@aldehyde@hydroxy compound@alcohol@primary alcohol@aromatic compound@heterocyclic compound,caramel@waxy@fatty@musty@cardboard,,,FDB012717,5-Hydroxymethylfurfural,3,0,0,,1,126.111,,0,1,0,126.032,237332,0,5-(hydroxymethyl)furan-2-carbaldehyde,97.2,0,odor of chamomile flowers,2,C1=C(OC(=C1)C=O)CO,"InChI=1S/C6H6O3/c7-3-5-1-2-6(4-8)9-5/h1-3,8H,4H2",0,0,-0.6,50.4,67-47-0,1,caramel@waxy@fatty@musty@cardboard,1,,103,9,0,126.032,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,aromatic compound@heterocyclic compound,wasabi@privet@vegetable@tomato@earthy@tomato leaf@leaf@metallic@green,,3134,FDB008546,2-Isobutylthiazole,2,0,0,,1,141.232,,0,1,1,141.061,62725,0,"2-(2-methylpropyl)-1,3-thiazole",115,0,,2,CC(C)CC1=NC=CS1,"InChI=1S/C7H11NS/c1-6(2)5-7-8-3-4-9-7/h3-4,6H,5H2,1-2H3",0,0,2.6,41.1,18640-74-9,1,wasabi@privet@vegetable@tomato@earthy@tomato leaf@leaf@metallic@green,0,"Green, Tomato, Tomato Leaf, Wine",83,9,0,141.061,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,hydroxy compound@phenol or hydroxyhetarene@ether@alkyl aryl ether@carboxylic acid derivative@carboxylic acid@aromatic compound,powdery@vanilla@bean@milky@sweet@creamy@dairy,,3988,FDB000846,Vanillic acid,4,0,0,,1,168.148,,0,0,1,168.042,8468,0,4-hydroxy-3-methoxybenzoic acid,126.8,0,,2,COC1=C(C=CC(=C1)C(=O)O)O,"InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)",0,0,1.4,66.8,121-34-6,1,powdery@vanilla@bean@milky@sweet@creamy@dairy,2,"Astringent, Vanilla",168,12,0,168.042,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,carbonyl compound@ketone,ether@waxy@grape@sweet@rum@fruity,,3290,FDB008080,3-Hexanone,1,0,0,,1,100.161,,0,1,1,100.089,11509,0,hexan-3-one,90.9,0,,3,CCCC(=O)CC,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3",0,0,1.2,17.1,63072-44-6@589-38-8,1,ether@waxy@grape@sweet@rum@fruity,0,Grape,57.2,7,0,100.089,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,carboxylic acid derivative@carboxylic acid ester,apple@jammy@ripe@sweet@fruity@tropical@mango@green,,2085,FDB001327,Isoamyl Isovalerate,2,0,0,,1,172.268,,0,0,1,172.146,12613,0,3-methylbutyl 3-methylbutanoate,149.5,0,,6,CC(C)CCOC(=O)CC(C)C,"InChI=1S/C10H20O2/c1-8(2)5-6-12-10(11)7-9(3)4/h8-9H,5-7H2,1-4H3",0,0,3.1,26.3,659-70-1,1,apple@jammy@ripe@sweet@fruity@tropical@mango@green,0,Green,128,12,0,172.146,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,carboxylic acid derivative@carboxylic acid,fatty@slightly waxy,,2832,FDB011679,palmitic acid,2,0,0,,1,256.43,,0,0,1,256.24,985,0,hexadecanoic acid,229.5,0,,14,CCCCCCCCCCCCCCCC(=O)O,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)",0,0,6.4,37.3,159733-92-3@57-10-3@67701-02-4,1,fatty@slightly waxy,1,,178,18,0,256.24,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,hydroxy compound@alcohol@primary alcohol@ether@alkyl aryl ether@aromatic compound,caramel@chocolate@powdery@vanilla@rose@lilac@floral@sweet@honey@hawthorn@hyacinth@flower,,2099,FDB012554,4-Methoxybenzyl Alcohol,2,0,0,,1,138.166,,0,1,1,138.068,7738,0,(4-methoxyphenyl)methanol,113.5,0,,2,COC1=CC=C(C=C1)CO,"InChI=1S/C8H10O2/c1-10-8-4-2-7(6-9)3-5-8/h2-5,9H,6H2,1H3",0,0,1.1,29.5,1331-81-3@105-13-5,1,caramel@chocolate@powdery@vanilla@rose@lilac@floral@sweet@honey@hawthorn@hyacinth@flower,1,"Flower, Herb",85.3,10,0,138.068,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,1,0,"taste threshold values: taste characteristics at 10 ppm@sweet floral rose, citrus with fruity, waxy nuances",hydroxy compound@alcohol@primary alcohol@alkene,citrus@rose@waxy@floral@sweet@fruity@geranium,,2507,FDB013792,Geraniol,1,0,0,,1,154.253,,0,1,1,154.136,637566,0,"(2E)-3,7-dimethylocta-2,6-dien-1-ol",140.6,0,"sweet rose odor@pleasant geranium-like odor@pleasant, floral odor",4,CC(=CCCC(=CCO)C)C,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",0,1,2.9,20.2,106-24-1@624-15-7@68311-14-8,1,citrus@rose@waxy@floral@sweet@fruity@geranium,1,"Geranium, Lemon Peel, Passion Fruit, Peach, Rose",150,11,0,154.136,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,cheesy taste,carboxylic acid derivative@carboxylic acid,rancid@butter@strawberry@cheese,,2222,FDB003277,Isobutyric Acid,2,0,0,,1,88.106,,0,1,1,88.052,6590,0,2-methylpropanoic acid,72.7,0,"pungent odor like that of butyric acid, but not as unpleasant@sharp, butter-fat-like odor",1,CC(C)C(=O)O,"InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)",0,0,0.8,37.3,79-31-2,1,rancid@butter@strawberry@cheese,1,"Burnt, Butter, Cheese, Sweat",56.6,6,0,88.052,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,aromatic compound@heterocyclic compound,earthy@sweet@burnt@malty,,3673,FDB020370,2-Ethylfuran,1,0,0,,1,96.129,,0,0,1,96.058,18554,0,2-ethylfuran,83.5,0,,1,CCC1=CC=CO1,"InChI=1S/C6H8O/c1-2-6-4-3-5-7-6/h3-5H,2H2,1H3",0,0,2.4,13.1,3208-16-0,1,earthy@sweet@burnt@malty,0,"Butter, Caramel",52.1,7,0,96.058,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,"hemiacetal@acetal@hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol@heterocyclic compound",odorless,9447,,FDB016133,alpha-Maltose,11,0,0,,1,342.297,Sweet,0,0,0,342.116,439341,0,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",231.3,0,,4,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11+,12-/m1/s1",0,0,-4.7,190,69-79-4@9005-25-8@4482-75-1@9005-84-9@133-99-3@9050-36-6,1,odorless@sweet,8,,382,23,10,342.116,10
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,"fleeting, fruity taste",carboxylic acid derivative@carboxylic acid ester,ether@fruity@bitter@sweet,,2676,FDB008125,Methyl Acetate,2,0,0,753,1,74.079,,0,0,1,74.037,6584,1,methyl acetate,61.3,0,"pleasant odor@fragrant, fruity odor",1,CC(=O)OC,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,0,0,0.2,26.3,79-20-9,1,sweet@bitter@ether@fruity,0,"Ester, Green",40.2,5,0,74.037,0
vegetable-fruit,364,Vegetable Fruit,"tomato, tomato-juice, tomato-paste, tomato-puree",Tomato,Solanum,tomato,Tomato,0,0,,carbonyl compound@ketone,soap@herbal@fresh@fishy@hot milk@earthy@sweet@soapy@weedy@green,,2785,FDB003308,2-Nonanone,1,0,0,,1,142.242,,0,1,1,142.136,13187,0,nonan-2-one,130.1,0,,6,CCCCCCCC(=O)C,"InChI=1S/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H3",0,0,3.1,17.1,821-55-6,1,soap@herbal@fresh@fishy@hot milk@earthy@sweet@soapy@weedy@green,0,"Fragrant, Fruit, Green, Hot Milk",86.7,10,0,142.136,0
