category,entity_id,category_readable,entity_alias_basket,entity_alias_readable,natural_source_name,entity_alias,entity_alias_synonyms,molecules.bond_stereo_count,molecules.undefined_atom_stereocenter_count,molecules.taste,molecules.functional_groups,molecules.fooddb_flavor_profile,molecules.supersweetdb_id,molecules.fema_number,molecules.fooddb_id,molecules.common_name,molecules.hba_count,molecules.synthetic,molecules.isotope_atom_count,molecules.bitterdb_id,molecules.covalently_bonded_unit_count,molecules.molecular_weight,molecules.super_sweet,molecules.charge,molecules.flavornet_id,molecules.fenoroli_and_os,molecules.exact_mass,molecules.pubchem_id,molecules.bitter,molecules.iupac_name,molecules.volume3d,molecules.unknown_natural,molecules.odor,molecules.num_rotatablebonds,molecules.smile,molecules.inchi,molecules.undefined_bond_stereocenter_count,molecules.defined_bond_stereocenter_count,molecules.xlogp,molecules.topological_polor_surfacearea,molecules.cas_id,molecules.natural,molecules.flavor_profile,molecules.hbd_count,molecules.fema_flavor_profile,molecules.complexity,molecules.heavy_atom_count,molecules.defined_atom_stereocenter_count,molecules.monoisotopic_mass,molecules.atom_stereo_count
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,1,,carboxylic acid derivative@carboxylic acid ester,apple@herbal@green@earthy@fruity@soapy@cheese,,3506,FDB017248,2-Methylbutyl isovalerate,2,0,0,,1,172.268,,0,0,1,172.146,62445,0,2-methylbutyl 3-methylbutanoate,149.4,0,,6,CCC(C)COC(=O)CC(C)C,"InChI=1S/C10H20O2/c1-5-9(4)7-12-10(11)6-8(2)3/h8-9H,5-7H2,1-4H3",0,0,3.1,26.3,2445-77-4,1,apple@herbal@green@earthy@fruity@soapy@cheese,0,Fruit,130,12,0,172.146,1
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,"fatty, fruity@aromatic flavor",hydroxy compound@alcohol@primary alcohol,oil@alcoholic@ethereal@resin@fusel@sweet@fruity@flower@green,,2567,FDB008072,1-Hexanol,1,0,0,,1,102.177,,0,1,1,102.104,8103,0,hexan-1-ol,93.4,0,characteristic@sweet alcohol@pleasant,4,CCCCCCO,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",0,0,2,20.2,111-27-3@25917-35-5,1,oil@alcoholic@ethereal@resin@fusel@sweet@fruity@flower@green,1,"Banana, Flower, Grass, Herb",27.4,7,0,102.104,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,thioether,sulfur@garlic@vegetable@sulfury@fatty@earthy@woody@nutty@wine_like@meaty@spicy@citrus@sulfurous@coffee@herbaceous@green@cabbage@pyridine@tomato@fishy@floral@fruity,,3860,FDB003265,Ethyl methyl sulfide,1,0,0,,1,76.157,,0,1,1,76.035,12230,0,methylsulfanylethane,65.6,0,,1,CCSC,"InChI=1S/C3H8S/c1-3-4-2/h3H2,1-2H3",0,0,1.5,25.3,624-89-5,1,sulfur@garlic@vegetable@sulfury@fatty@earthy@woody@nutty@wine_like@meaty@spicy@citrus@sulfurous@coffee@herbaceous@green@cabbage@pyridine@tomato@fishy@floral@fruity,0,"Garlic, Sulfur",7.2,4,0,76.035,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,"spicy, pungent taste",hydroxy compound@phenol or hydroxyhetarene@ether@alkyl aryl ether@alkene@aromatic compound,clove@sweet@woody@honey@spicy@cinnamon,,2467,FDB012171,eugenol,2,0,0,,1,164.204,,0,1,1,164.084,3314,0,2-methoxy-4-prop-2-enylphenol,136.6,0,"odor of cloves@warm, spicy, floral",3,COC1=C(C=CC(=C1)CC=C)O,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",0,0,2,29.5,97-53-0,1,clove@sweet@woody@honey@spicy@cinnamon,1,"Burnt, Clove, Spice",145,12,0,164.084,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,"pungent, spicy taste",hydroxy compound@alcohol@primary alcohol,leafy@coconut@herbal@peony@strawberry@chemical@musty@sweet@woody@violet@green,,2548,FDB008053,1-Heptanol,1,0,0,,1,116.204,,0,1,1,116.12,8129,0,heptan-1-ol,106.4,0,"fragrant@faint, aromatic, fatty",5,CCCCCCCO,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",0,0,2.7,20.2,111-70-6@53535-33-4,1,leafy@coconut@herbal@peony@strawberry@chemical@musty@sweet@woody@violet@green,1,,35.4,8,0,116.12,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,acid taste,carboxylic acid derivative@carboxylic acid,sour@sweat@acid@stinky@sweaty@animal@rancid@tropical@feet@cheese,,3102,FDB001324,Isovaleric Acid,2,0,0,,1,102.133,,0,1,1,102.068,10430,0,3-methylbutanoic acid,85.8,0,"disagreeable, rancid-cheese odor",2,CC(C)CC(=O)O,"InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)",0,0,1.2,37.3,35915-22-1@503-74-2,1,sour@sweat@acid@stinky@sweaty@animal@rancid@tropical@feet@cheese,1,"Cheese, Pungent",66.5,7,0,102.068,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,aromatic compound@heterocyclic compound,chocolate@roasted@cocoa@peanut@nutty@popcorn@green,,3309,FDB011112,2-Methylpyrazine,2,0,0,,1,94.117,,0,1,1,94.053,7976,0,2-methylpyrazine,77.6,0,,0,CC1=NC=CN=C1,"InChI=1S/C5H6N2/c1-5-4-6-2-3-7-5/h2-4H,1H3",0,0,0.2,25.8,109-08-0,1,chocolate@roasted@cocoa@peanut@nutty@popcorn@green,0,"Cocoa, Green, Hazelnut, Popcorn, Roasted",54,7,0,94.053,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,carboxylic acid derivative@carboxylic acid ester,apple@pineapple@tutti frutti@fruit@sweet@fruity,,2463,FDB001326,Ethyl Isovalerate,2,0,0,,1,130.187,,0,1,1,130.099,7945,0,ethyl 3-methylbutanoate,111.6,0,,4,CCOC(=O)CC(C)C,"InChI=1S/C7H14O2/c1-4-9-7(8)5-6(2)3/h6H,4-5H2,1-3H3",0,0,1.7,26.3,108-64-5,1,apple@pineapple@tutti frutti@fruit@sweet@fruity,0,"Apple, Fruit, Pineapple, Sour",86.9,9,0,130.099,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,carbonyl compound@ketone,potato@alcohol@ether@ethereal@wine@banana@fishy@fruit@sweet@woody@fruity,,2842,FDB012547,2-Pentanone,1,0,0,,1,86.134,,0,1,1,86.073,7895,0,pentan-2-one,78.3,0,characteristic acetone-like odor,2,CCCC(=O)C,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",0,0,0.9,17.1,107-87-9,1,potato@alcohol@ether@ethereal@wine@banana@fishy@fruit@sweet@woody@fruity,0,"Fruit, Pungent",47.9,6,0,86.073,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,old fish@saline taste,amine@tertiary amine@tertiary aliphatic amine (trialkylamine),sweaty@fish@fishy@oily@rancid@fruity,,3241,FDB011944,trimethylamine,1,0,0,,1,59.112,,0,1,1,59.073,1146,0,"N,N-dimethylmethanamine",56.7,0,"pungent, fishy, ammoniacal@fishy, amine odor@a fish-like odor at low concentrations changing to an ammonia-like odor at higher concentrations.",0,CN(C)C,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,0,0,0.3,3.2,75-50-3,1,sweaty@fish@fishy@oily@rancid@fruity,0,,8,4,0,59.073,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,carboxylic acid derivative@carboxylic acid ester,apple@pineapple@sweet@fruity@tropical@raspberry@green,,2217,FDB020017,Butyl pentanoate,2,0,0,,1,158.241,,0,0,1,158.131,61137,0,butyl pentanoate,138.4,0,,7,CCCCC(=O)OCCCC,"InChI=1S/C9H18O2/c1-3-5-7-9(10)11-8-6-4-2/h3-8H2,1-2H3",0,0,2.7,26.3,591-68-4,1,apple@pineapple@sweet@fruity@tropical@raspberry@green,0,Fruity,99.7,11,0,158.131,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,carboxylic acid derivative@carboxylic acid ester,pineapple@apple peel@waxy@banana@fruit@sweet@fruity@green,,2439,FDB019921,Ethyl caproate,2,0,0,,1,144.214,,0,1,1,144.115,31265,0,ethyl hexanoate,125.7,0,,6,CCCCCC(=O)OCC,"InChI=1S/C8H16O2/c1-3-5-6-7-8(9)10-4-2/h3-7H2,1-2H3",0,0,2.4,26.3,123-66-0,1,pineapple@apple peel@waxy@banana@fruit@sweet@fruity@green,0,"Apple Peel, Brandy, Fruit Gum, Overripe Fruit, Pineapple",89.3,10,0,144.115,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,1,,carboxylic acid derivative@carboxylic acid ester@lactone@heterocyclic compound,coconut@coumarin@milky@creamy@sweet,,3356,FDB008107,Delta-Nonalactone,2,0,0,,1,156.225,,0,0,1,156.115,18698,0,6-butyloxan-2-one,131,0,,3,CCCCC1CCCC(=O)O1,"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3",0,0,2.4,26.3,3301-94-8,1,coconut@coumarin@milky@creamy@sweet,0,Dairy,132,11,0,156.115,1
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,carboxylic acid derivative@carboxylic acid ester,peach@wine@brandy@waxy@oily@fatty@rum@beer,,2077,FDB016405,Isoamyl laurate,2,0,0,,1,270.457,,0,0,1,270.256,61386,0,3-methylbutyl dodecanoate,241.9,0,,14,CCCCCCCCCCCC(=O)OCCC(C)C,"InChI=1S/C17H34O2/c1-4-5-6-7-8-9-10-11-12-13-17(18)19-15-14-16(2)3/h16H,4-15H2,1-3H3",0,0,7,26.3,6309-51-9,1,peach@wine@brandy@waxy@oily@fatty@rum@beer,0,Mouthfeel,199,19,0,270.256,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,aromatic compound@heterocyclic compound,roast beef@roasted nuts@coffee@cocoa@roasted nut,,3273,FDB013908,"2,6-Dimethylpyrazine",2,0,0,,1,108.144,,0,1,1,108.069,7938,0,"2,6-dimethylpyrazine",90.5,0,,0,CC1=CN=CC(=N1)C,"InChI=1S/C6H8N2/c1-5-3-7-4-6(2)8-5/h3-4H,1-2H3",0,0,0.5,25.8,108-50-9,1,roast beef@roasted nuts@coffee@cocoa@roasted nut,0,"Cocoa, Coffee, Green, Roast Beef, Roasted Nut",64.9,8,0,108.069,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,carboxylic acid derivative@carboxylic acid ester,coconut@waxy@fatty@soapy@cognac,,3492,FDB000701,Ethyl Undecanoate,2,0,0,,1,214.349,,0,1,1,214.193,12327,0,ethyl undecanoate,190.8,0,,11,CCCCCCCCCCC(=O)OCC,"InChI=1S/C13H26O2/c1-3-5-6-7-8-9-10-11-12-13(14)15-4-2/h3-12H2,1-2H3",0,0,5.1,26.3,627-90-7,1,coconut@waxy@fatty@soapy@cognac,0,"Coconut, Cognac",144,15,0,214.193,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,"sweet, pineapple taste@can be tasted in water at a level of 0.450 ppm and at 0.015 ppm in milk",carboxylic acid derivative@carboxylic acid ester,apple@pineapple@banana@fruit@fruity@juicy@cognac,,2427,FDB012082,Ethyl Butyrate,2,0,0,,1,116.16,,0,1,1,116.084,7762,0,ethyl butanoate,99.7,0,pineapple odor,4,CCCC(=O)OCC,"InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3",0,0,1.3,26.3,105-54-4,1,apple@pineapple@banana@fruit@fruity@juicy@cognac,0,"Apple, Butter, Cheese, Pineapple, Strawberry",68.9,8,0,116.084,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,carboxylic acid derivative@carboxylic acid ester,waxy@mild,,3490,FDB012441,Ethyl Stearate,2,0,0,,1,312.538,,0,0,1,312.303,8122,0,ethyl octadecanoate,,0,,18,CCCCCCCCCCCCCCCCCC(=O)OCC,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0,0,8.9,26.3,111-61-5,1,waxy@mild,0,,226,22,0,312.303,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,1,0,,carbonyl compound@ketone@alkene,apple@tobacco@rose@smoky@sweet@honey,,3420,FDB015480,Damascenone,1,0,0,,1,190.286,,0,1,1,190.136,5366074,0,"(E)-1-(2,6,6-trimethylcyclohexa-1,3-dien-1-yl)but-2-en-1-one",164.9,0,,2,CC=CC(=O)C1=C(C=CCC1(C)C)C,"InChI=1S/C13H18O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5-8H,9H2,1-4H3/b7-5+",0,1,3.2,17.1,23696-85-7@23726-93-4,1,apple@tobacco@rose@smoky@sweet@honey,0,Floral,327,14,0,190.136,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,"oily, sweet, slightly herbaceous taste",hydroxy compound@alcohol@primary alcohol,burnt@orange@rose@waxy@chemical@metal@aldehydic@mushroom@green,,2800,FDB012583,1-octanol,1,0,0,,1,130.231,,0,1,1,130.136,957,0,octan-1-ol,119.3,0,fresh orange rose odor@penetrating aromatic odor,6,CCCCCCCCO,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",0,0,3,20.2,220713-26-8@67700-96-3@111-87-5@68603-15-6,1,burnt@orange@rose@waxy@chemical@metal@aldehydic@mushroom@green,1,"Bitter Almond, Burnt Matches, Fat, Floral",43.8,9,0,130.136,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,aromatic compound@heterocyclic compound,chocolate@burnt@lard@musty@coffee@cocoa@soybean@nutty,,3237,FDB015495,"2,3,5,6-Tetramethylpyrazine",2,0,0,,1,136.198,,0,0,1,136.1,14296,0,"2,3,5,6-tetramethylpyrazine",114.8,0,,0,CC1=C(N=C(C(=N1)C)C)C,InChI=1S/C8H12N2/c1-5-6(2)10-8(4)7(3)9-5/h1-4H3,0,0,1.3,25.8,1124-11-4,1,chocolate@burnt@lard@musty@coffee@cocoa@soybean@nutty,0,"Cocoa, Coffee, Green, Mocha, Roast",87.8,10,0,136.1,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,carboxylic acid derivative@carboxylic acid,sour@cheesy@sweat@rancid@cheese,,3348,FDB008051,Heptanoic Acid,2,0,0,,1,130.187,,0,0,1,130.099,8094,0,heptanoic acid,112.3,0,"disagreeable, rancid odor@faint tallow-like odor when spectroscopically pure.",5,CCCCCCC(=O)O,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)",0,0,2.5,37.3,111-14-8,1,sour@cheesy@sweat@rancid@cheese,1,"Apricot, Floral, Sour",79,9,0,130.099,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,hydroxy compound@phenol or hydroxyhetarene@ether@alkyl aryl ether@aromatic compound,spice@vanilla@smoky@sweet@woody@phenolic@medicine@medicinal@smoke,,2532,FDB011885,guaiacol,2,0,0,,1,124.139,,0,1,1,124.052,460,0,2-methoxyphenol,100,0,"aromatic odor@characteristic sweet odor, slightly phenolic",1,COC1=CC=CC=C1O,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",0,0,1.3,29.5,8021-39-4@26638-03-9@90-05-1@8001-58-9,1,spice@vanilla@smoky@sweet@woody@phenolic@medicine@medicinal@smoke,1,"Burnt, Phenol, Wood",83,9,0,124.052,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,bitter,hydroxy compound@alcohol@primary alcohol@aromatic compound@heterocyclic compound,alcoholic@caramel@burnt@bread@chemical@bitter@musty@coffee@sweet,,2491,FDB012558,Furfuryl Alcohol,2,0,0,217,1,98.101,,0,1,1,98.037,7361,1,furan-2-ylmethanol,78.6,0,faint burning odor,1,C1=COC(=C1)CO,"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2",0,0,0.3,33.4,25212-86-6@98-00-0,1,coffee@alcoholic@bitter@musty@chemical@caramel@sweet@burnt@bread,1,"Burnt, Caramel, Cooked",54,7,0,98.037,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,carboxylic acid derivative@carboxylic acid,fatty@soapy@waxy@coconut,,2764,FDB002890,Tetradecanoic acid,2,0,0,,1,228.376,,0,0,1,228.209,11005,0,tetradecanoic acid,203.4,0,the odor should be faint with no rancidity.,12,CCCCCCCCCCCCCC(=O)O,"InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)",0,0,5.3,37.3,544-63-8,1,fatty@soapy@waxy@coconut,1,"Burnt, Cheese, Harsh, Oil",155,16,0,228.209,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,pleasant vanilla taste,carbonyl compound@aldehyde@hydroxy compound@phenol or hydroxyhetarene@ether@alkyl aryl ether@aromatic compound,vanilla@chocolate@sweet@creamy,,3107,FDB000838,vanillin,3,0,0,,1,152.149,,0,1,1,152.047,1183,0,4-hydroxy-3-methoxybenzaldehyde,118.8,0,sweetish smell@pleasant aromatic vanilla odor,2,COC1=C(C=CC(=C1)C=O)O,"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",0,0,1.2,46.5,"121-33-5@121-33-5, 84650-63-5",1,vanilla@chocolate@sweet@creamy,1,Vanilla,135,11,0,152.047,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,2,"piney, turpentine-like taste",alkene,resinous@resin@turpentine@green@hay@woody@pine@dry,,2903,FDB015464,Beta-Pinene,0,0,0,,1,136.238,,0,1,1,136.125,14896,0,"6,6-dimethyl-4-methylidenebicyclo[3.1.1]heptane",119.6,0,"characteristic turpentine odor@dry, woody or resinous aroma@piney, turpentine-like odor@terpene odor",0,CC1(C2CCC(=C)C1C2)C,"InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h8-9H,1,4-6H2,2-3H3",0,0,3.1,0,"127-91-3@25719-60-2@127-91-3, 18172-67-3",1,resinous@resin@turpentine@green@hay@woody@pine@dry,0,"Pine, Polish, Wood",177,10,0,136.125,2
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,"penetrating buttery taste on dilution...taste characteristics at 1 to 5 ppm: sweet buttery, creamy, cheesy, slightly toasted dairy, with a rich baked goods nuance and good mouth feel",carbonyl compound@ketone,butter@cream@caramel@sweet@pungent@creamy@nutty@cheese,,2841,FDB008229,"2,3-Pentanedione",2,0,0,,1,100.117,,0,1,1,100.052,11747,0,"pentane-2,3-dione",83.9,0,"somewhat sweet odor similar to quinone ... detection: 20 ppb. aroma characteristics at 1.0%: buttery diacytl-like, fermented dairy and creamy, popcorn buttery",2,CCC(=O)C(=O)C,"InChI=1S/C5H8O2/c1-3-5(7)4(2)6/h3H2,1-2H3",0,0,0.1,34.1,600-14-6,1,butter@cream@caramel@sweet@pungent@creamy@nutty@cheese,0,,94.3,7,0,100.052,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,aromatic compound@heterocyclic compound,hazelnut@roast@roasted@powdery@potato@must@musty@earthy@cocoa@peanut@nutty,,3244,FDB008527,"2,3,5-Trimethylpyrazine",2,0,0,,1,122.171,,0,1,1,122.084,26808,0,"2,3,5-trimethylpyrazine",102.5,0,,0,CC1=CN=C(C(=N1)C)C,"InChI=1S/C7H10N2/c1-5-4-8-6(2)7(3)9-5/h4H,1-3H3",0,0,1,25.8,14667-55-1,1,hazelnut@roast@roasted@powdery@potato@must@musty@earthy@cocoa@peanut@nutty,0,"Cocoa, Earth, Must, Potato, Roast",92.9,9,0,122.084,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,"sharp, burning taste@when in very weak solution it has a sweetish taste.",hydroxy compound@phenol or hydroxyhetarene@aromatic compound,phenol@plastic@rubber@phenolic,,3223,FDB000893,phenol,1,0,0,,1,94.113,,0,1,1,94.042,996,0,phenol,79.5,0,"distinct aromatic, somewhat sickening sweet and acrid odor, discernable at 0.5 to 5 ppm@sweet, tarry odor@somewhat sickeningly sweet and acrid",0,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",0,0,1.5,20.2,63496-48-0@61788-41-8@73607-76-8@65996-83-0@108-95-2@84650-60-2@27073-41-2@68071-29-4,1,phenol@plastic@rubber@phenolic,1,,46.1,7,0,94.042,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,carboxylic acid derivative@carboxylic acid ester,pineapple@fruit@sweet@fruity@tropical@juicy@green,,2949,FDB012451,Propyl Hexanoate,2,0,0,,1,158.241,,0,1,1,158.131,12293,0,propyl hexanoate,138.6,0,,7,CCCCCC(=O)OCCC,"InChI=1S/C9H18O2/c1-3-5-6-7-9(10)11-8-4-2/h3-8H2,1-2H3",0,0,2.9,26.3,626-77-7,1,pineapple@fruit@sweet@fruity@tropical@juicy@green,0,"Berry, Fruit, Petrol, Pineapple, Roasted Garlic",99.7,11,0,158.131,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,thiocarboxylic acid derivative@thiocarboxylic acid ester@sulfenic acid derivative,sulfurous@cabbage@vegetable@egg@dairy@cheese,,3876,FDB003209,S-Methyl thioacetate,2,0,0,,1,90.14,,0,0,1,90.014,73750,0,S-methyl ethanethioate,71.7,0,,1,CC(=O)SC,InChI=1S/C3H6OS/c1-3(4)5-2/h1-2H3,0,0,0.7,42.4,1534-08-3,1,sulfurous@cabbage@vegetable@egg@dairy@cheese,0,"Cabbage, Cheese, Garlic, Sulfur",42.2,5,0,90.014,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,aromatic compound@heterocyclic compound,butter@roasted@peanut butter@bitter@musty@woody@cocoa@peanut@wood@nutty,,3281,FDB008533,2-Ethylpyrazine,2,0,0,111,1,108.144,,0,1,1,108.069,26331,1,2-ethylpyrazine,90.4,0,,1,CCC1=NC=CN=C1,"InChI=1S/C6H8N2/c1-2-6-5-7-3-4-8-6/h3-5H,2H2,1H3",0,0,0.7,25.8,13925-00-3@1392-50-3,1,butter@peanut@musty@cocoa@nutty@wood@roasted@woody@bitter@peanut butter,0,"Burnt, Green, Iron Scorch, Must, Peanut Butter, Roasted, Rum, Wood",63.5,8,0,108.069,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,,carboxylic acid derivative@carboxylic acid,fatty@sour@sweat@cheese,,2559,FDB013897,Hexanoic Acid,2,0,0,,1,116.16,,0,1,1,116.084,8892,0,hexanoic acid,99.3,0,characteristic goat-like odor,4,CCCCCC(=O)O,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)",0,0,1.9,37.3,70248-25-8@68603-84-9@142-62-1,1,fatty@sour@sweat@cheese,1,"Cheese, Oil, Pungent, Sour",68.9,8,0,116.084,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,1,0,"woody, berry, floral, green and fruity",carbonyl compound@ketone@alkene,violet@orange@powdery@jam@seaweed@floral@woody@orris@raspberry@flower@dry,,2595,FDB015469,Beta-Ionone,1,0,0,,1,192.302,,0,1,1,192.151,638014,0,"(E)-4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-one",167.1,0,"warm woody, dry, and fruity odor@odor reminiscent of cedar wood@violet-like upon dilution",2,CC1=C(C(CCC1)(C)C)C=CC(=O)C,"InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h7-8H,5-6,9H2,1-4H3/b8-7+",0,1,2.9,17.1,8013-90-9@14901-07-6@85949-43-5@79-77-6,1,violet@orange@powdery@jam@seaweed@floral@woody@orris@raspberry@flower@dry,0,"Floral, Violet",292,14,0,192.151,0
beverage-alcoholic,26,Beverage Alcoholic,"whisky, whisky-bourbon",Bourbon Whisky,Corn,whisky-bourbon,Bourbon Whisky,0,0,"characteristic ether-like, slightly bitter flavor@banana taste",carboxylic acid derivative@carboxylic acid ester,apple@ethereal@banana@bitter@fruit@sweet@fruity@tropical,,2175,FDB003275,Isobutyl Acetate,2,0,0,721,1,116.16,,0,1,1,116.084,8038,1,2-methylpropyl acetate,99.3,0,"fruit-like odor@fruity, floral odor@fruity (currant-pear), floral (hyacinth-rose) odor@solventy nail polish-like odor",3,CC(C)COC(=O)C,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",0,0,1.8,26.3,110-19-0,1,apple@sweet@fruity@tropical@fruit@ethereal@bitter@banana,0,"Apple, Banana, Floral, Herb",76.6,8,0,116.084,0
